forecast_id,corridor_id,section_id,forecast_date,window_start,window_end,expected_train_count,lower_bound,upper_bound,confidence,expected_occupancy_minutes,synthetic_data
FORECAST-000902,COR-01,SEC-01,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,3,2,4,0.93,75,True
FORECAST-000903,COR-01,SEC-01,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,3,2,4,0.89,84,True
FORECAST-000904,COR-01,SEC-01,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,1,0,3,0.87,23,True
FORECAST-000905,COR-01,SEC-02,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,0,0,2,0.88,0,True
FORECAST-000906,COR-01,SEC-02,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,4,3,5,0.89,88,True
FORECAST-000907,COR-01,SEC-02,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,2,1,3,0.8,36,True
FORECAST-000908,COR-01,SEC-02,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,3,1,5,0.78,57,True
FORECAST-000909,COR-01,SEC-03,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,1,0,3,0.72,19,True
FORECAST-000910,COR-01,SEC-03,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,1,0,2,0.94,28,True
FORECAST-000911,COR-01,SEC-03,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,4,3,5,0.82,112,True
FORECAST-000912,COR-01,SEC-03,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,2,1,3,0.89,44,True
FORECAST-000913,COR-02,SEC-04,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,1,0,3,0.92,22,True
FORECAST-000914,COR-02,SEC-04,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,3,2,4,0.91,84,True
FORECAST-000915,COR-02,SEC-04,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,2,1,3,0.74,38,True
FORECAST-000916,COR-02,SEC-04,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,2,1,3,0.8,48,True
FORECAST-000917,COR-02,SEC-05,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,4,2,6,0.76,84,True
FORECAST-000918,COR-02,SEC-05,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,2,1,3,0.87,46,True
FORECAST-000919,COR-02,SEC-05,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,4,3,5,0.91,84,True
FORECAST-000920,COR-02,SEC-05,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,2,0,4,0.86,48,True
FORECAST-000921,COR-02,SEC-06,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,1,0,2,0.84,26,True
FORECAST-000922,COR-02,SEC-06,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,3,2,4,0.79,69,True
FORECAST-000923,COR-02,SEC-06,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,1,0,2,0.85,27,True
FORECAST-000924,COR-02,SEC-06,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,3,1,5,0.83,57,True
FORECAST-000925,COR-03,SEC-07,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,3,1,5,0.76,84,True
FORECAST-000926,COR-03,SEC-07,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,4,2,6,0.87,84,True
FORECAST-000927,COR-03,SEC-07,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,3,2,4,0.74,54,True
FORECAST-000928,COR-03,SEC-07,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,3,1,5,0.76,63,True
FORECAST-000929,COR-03,SEC-08,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,0,0,2,0.94,0,True
FORECAST-000930,COR-03,SEC-08,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,4,3,5,0.85,88,True
FORECAST-000931,COR-03,SEC-08,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,2,0,4,0.84,50,True
FORECAST-000932,COR-03,SEC-08,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,4,2,6,0.75,96,True
FORECAST-000933,COR-03,SEC-09,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,2,1,3,0.73,56,True
FORECAST-000934,COR-03,SEC-09,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,2,0,4,0.83,44,True
FORECAST-000935,COR-03,SEC-09,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,4,3,5,0.83,76,True
FORECAST-000936,COR-03,SEC-09,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,3,2,4,0.93,66,True
FORECAST-000937,COR-04,SEC-10,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,4,3,5,0.75,108,True
FORECAST-000938,COR-04,SEC-10,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,1,0,2,0.88,26,True
FORECAST-000939,COR-04,SEC-10,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,3,2,4,0.74,75,True
FORECAST-000940,COR-04,SEC-10,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,2,0,4,0.82,40,True
FORECAST-000941,COR-04,SEC-11,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,0,0,1,0.87,0,True
FORECAST-000942,COR-04,SEC-11,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,3,2,4,0.86,54,True
FORECAST-000943,COR-04,SEC-11,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,0,0,1,0.89,0,True
FORECAST-000944,COR-04,SEC-11,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,0,0,1,0.81,0,True
FORECAST-000945,COR-04,SEC-12,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,2,1,3,0.9,42,True
FORECAST-000946,COR-04,SEC-12,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,4,2,6,0.92,88,True
FORECAST-000947,COR-04,SEC-12,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,2,1,3,0.78,46,True
FORECAST-000948,COR-04,SEC-12,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,4,2,6,0.93,104,True
FORECAST-000949,COR-05,SEC-13,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,3,1,5,0.9,75,True
FORECAST-000950,COR-05,SEC-13,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,4,3,5,0.83,80,True
FORECAST-000951,COR-05,SEC-13,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,3,2,4,0.78,84,True
FORECAST-000952,COR-05,SEC-13,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,6,4,8,0.87,168,True
FORECAST-000953,COR-05,SEC-14,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,7,5,9,0.85,154,True
FORECAST-000954,COR-05,SEC-14,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,5,3,7,0.76,100,True
FORECAST-000955,COR-05,SEC-14,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,5,4,6,0.88,110,True
FORECAST-000956,COR-05,SEC-14,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,4,3,5,0.92,96,True
FORECAST-000957,COR-05,SEC-15,2026-09-16,2026-09-16T00:00:00,2026-09-16T06:00:00,7,6,8,0.79,175,True
FORECAST-000958,COR-05,SEC-15,2026-09-16,2026-09-16T06:00:00,2026-09-16T12:00:00,4,3,5,0.74,112,True
FORECAST-000959,COR-05,SEC-15,2026-09-16,2026-09-16T12:00:00,2026-09-16T18:00:00,7,6,8,0.91,147,True
FORECAST-000960,COR-05,SEC-15,2026-09-16,2026-09-16T18:00:00,2026-09-17T00:00:00,6,5,7,0.93,120,True
FORECAST-000961,COR-01,SEC-01,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,2,1,3,0.75,44,True
FORECAST-000962,COR-01,SEC-01,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,0,0,1,0.73,0,True
FORECAST-000963,COR-01,SEC-01,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,3,2,4,0.83,60,True
FORECAST-000964,COR-01,SEC-01,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,2,1,3,0.83,44,True
FORECAST-000965,COR-01,SEC-02,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,1,0,2,0.82,27,True
FORECAST-000966,COR-01,SEC-02,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,0,0,1,0.92,0,True
FORECAST-000967,COR-01,SEC-02,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,1,0,2,0.8,20,True
FORECAST-000968,COR-01,SEC-02,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,3,1,5,0.82,72,True
FORECAST-000969,COR-01,SEC-03,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,4,3,5,0.73,92,True
FORECAST-000970,COR-01,SEC-03,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,4,2,6,0.82,96,True
FORECAST-000971,COR-01,SEC-03,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,1,0,3,0.91,25,True
FORECAST-000972,COR-01,SEC-03,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,2,1,3,0.88,40,True
FORECAST-000973,COR-02,SEC-04,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,4,3,5,0.88,84,True
FORECAST-000974,COR-02,SEC-04,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,3,1,5,0.92,78,True
FORECAST-000975,COR-02,SEC-04,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,3,2,4,0.76,69,True
FORECAST-000976,COR-02,SEC-04,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,0,0,1,0.86,0,True
FORECAST-000977,COR-02,SEC-05,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,3,1,5,0.77,78,True
FORECAST-000978,COR-02,SEC-05,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,3,2,4,0.84,63,True
FORECAST-000979,COR-02,SEC-05,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,1,0,3,0.77,21,True
FORECAST-000980,COR-02,SEC-05,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,1,0,3,0.86,22,True
FORECAST-000981,COR-02,SEC-06,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,0,0,1,0.9,0,True
FORECAST-000982,COR-02,SEC-06,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,4,3,5,0.87,104,True
FORECAST-000983,COR-02,SEC-06,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,0,0,1,0.74,0,True
FORECAST-000984,COR-02,SEC-06,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,1,0,2,0.75,24,True
FORECAST-000985,COR-03,SEC-07,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,2,1,3,0.83,54,True
FORECAST-000986,COR-03,SEC-07,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,0,0,1,0.73,0,True
FORECAST-000987,COR-03,SEC-07,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,3,2,4,0.93,57,True
FORECAST-000988,COR-03,SEC-07,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,0,0,2,0.78,0,True
FORECAST-000989,COR-03,SEC-08,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,1,0,3,0.91,18,True
FORECAST-000990,COR-03,SEC-08,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,4,2,6,0.74,92,True
FORECAST-000991,COR-03,SEC-08,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,3,2,4,0.92,69,True
FORECAST-000992,COR-03,SEC-08,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,1,0,2,0.81,23,True
FORECAST-000993,COR-03,SEC-09,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,2,0,4,0.9,42,True
FORECAST-000994,COR-03,SEC-09,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,3,2,4,0.87,81,True
FORECAST-000995,COR-03,SEC-09,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,1,0,2,0.76,23,True
FORECAST-000996,COR-03,SEC-09,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,3,2,4,0.81,54,True
FORECAST-000997,COR-04,SEC-10,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,2,1,3,0.85,48,True
FORECAST-000998,COR-04,SEC-10,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,4,3,5,0.87,84,True
FORECAST-000999,COR-04,SEC-10,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,0,0,1,0.9,0,True
FORECAST-001000,COR-04,SEC-10,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,2,1,3,0.8,40,True
FORECAST-001001,COR-04,SEC-11,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,4,3,5,0.82,84,True
FORECAST-001002,COR-04,SEC-11,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,3,2,4,0.88,57,True
FORECAST-001003,COR-04,SEC-11,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,2,1,3,0.75,36,True
FORECAST-001004,COR-04,SEC-11,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,0,0,1,0.76,0,True
FORECAST-001005,COR-04,SEC-12,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,1,0,2,0.9,23,True
FORECAST-001006,COR-04,SEC-12,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,0,0,1,0.85,0,True
FORECAST-001007,COR-04,SEC-12,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,4,2,6,0.89,104,True
FORECAST-001008,COR-04,SEC-12,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,0,0,1,0.93,0,True
FORECAST-001009,COR-05,SEC-13,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,7,5,9,0.77,182,True
FORECAST-001010,COR-05,SEC-13,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,7,6,8,0.76,196,True
FORECAST-001011,COR-05,SEC-13,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,6,5,7,0.8,108,True
FORECAST-001012,COR-05,SEC-13,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,7,6,8,0.88,182,True
FORECAST-001013,COR-05,SEC-14,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,5,4,6,0.75,115,True
FORECAST-001014,COR-05,SEC-14,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,5,4,6,0.91,135,True
FORECAST-001015,COR-05,SEC-14,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,3,2,4,0.82,63,True
FORECAST-001016,COR-05,SEC-14,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,5,3,7,0.89,115,True
FORECAST-001017,COR-05,SEC-15,2026-09-17,2026-09-17T00:00:00,2026-09-17T06:00:00,4,2,6,0.91,76,True
FORECAST-001018,COR-05,SEC-15,2026-09-17,2026-09-17T06:00:00,2026-09-17T12:00:00,6,5,7,0.75,126,True
FORECAST-001019,COR-05,SEC-15,2026-09-17,2026-09-17T12:00:00,2026-09-17T18:00:00,3,1,5,0.83,75,True
FORECAST-001020,COR-05,SEC-15,2026-09-17,2026-09-17T18:00:00,2026-09-18T00:00:00,7,6,8,0.84,133,True
FORECAST-001021,COR-01,SEC-01,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,2,1,3,0.78,46,True
FORECAST-001022,COR-01,SEC-01,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,3,2,4,0.81,78,True
FORECAST-001023,COR-01,SEC-01,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,1,0,3,0.93,18,True
FORECAST-001024,COR-01,SEC-01,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,1,0,3,0.73,28,True
FORECAST-001025,COR-01,SEC-02,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,1,0,3,0.89,26,True
FORECAST-001026,COR-01,SEC-02,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,1,0,2,0.81,23,True
FORECAST-001027,COR-01,SEC-02,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,3,2,4,0.84,72,True
FORECAST-001028,COR-01,SEC-02,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,4,3,5,0.73,88,True
FORECAST-001029,COR-01,SEC-03,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,4,2,6,0.88,84,True
FORECAST-001030,COR-01,SEC-03,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,2,0,4,0.93,40,True
FORECAST-001031,COR-01,SEC-03,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,4,2,6,0.88,80,True
FORECAST-001032,COR-01,SEC-03,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,3,1,5,0.78,75,True
FORECAST-001033,COR-02,SEC-04,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,4,3,5,0.73,80,True
FORECAST-001034,COR-02,SEC-04,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,1,0,2,0.76,26,True
FORECAST-001035,COR-02,SEC-04,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,3,2,4,0.83,63,True
FORECAST-001036,COR-02,SEC-04,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,3,2,4,0.9,72,True
FORECAST-001037,COR-02,SEC-05,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,4,3,5,0.78,112,True
FORECAST-001038,COR-02,SEC-05,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,1,0,2,0.74,25,True
FORECAST-001039,COR-02,SEC-05,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,1,0,2,0.81,27,True
FORECAST-001040,COR-02,SEC-05,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,2,0,4,0.8,54,True
FORECAST-001041,COR-02,SEC-06,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,2,1,3,0.73,36,True
FORECAST-001042,COR-02,SEC-06,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,0,0,1,0.83,0,True
FORECAST-001043,COR-02,SEC-06,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,4,2,6,0.8,80,True
FORECAST-001044,COR-02,SEC-06,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,1,0,2,0.81,25,True
FORECAST-001045,COR-03,SEC-07,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,1,0,2,0.87,19,True
FORECAST-001046,COR-03,SEC-07,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,1,0,2,0.91,25,True
FORECAST-001047,COR-03,SEC-07,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,4,2,6,0.87,100,True
FORECAST-001048,COR-03,SEC-07,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,0,0,1,0.9,0,True
FORECAST-001049,COR-03,SEC-08,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,4,2,6,0.75,92,True
FORECAST-001050,COR-03,SEC-08,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,0,0,2,0.79,0,True
FORECAST-001051,COR-03,SEC-08,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,2,0,4,0.92,46,True
FORECAST-001052,COR-03,SEC-08,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,3,2,4,0.8,54,True
FORECAST-001053,COR-03,SEC-09,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,3,1,5,0.77,75,True
FORECAST-001054,COR-03,SEC-09,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,4,3,5,0.85,84,True
FORECAST-001055,COR-03,SEC-09,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,4,3,5,0.82,108,True
FORECAST-001056,COR-03,SEC-09,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,1,0,3,0.93,23,True
FORECAST-001057,COR-04,SEC-10,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,2,1,3,0.83,38,True
FORECAST-001058,COR-04,SEC-10,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,1,0,2,0.75,24,True
FORECAST-001059,COR-04,SEC-10,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,2,1,3,0.73,36,True
FORECAST-001060,COR-04,SEC-10,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,2,0,4,0.91,44,True
FORECAST-001061,COR-04,SEC-11,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,2,0,4,0.93,48,True
FORECAST-001062,COR-04,SEC-11,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,2,1,3,0.79,54,True
FORECAST-001063,COR-04,SEC-11,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,3,2,4,0.8,57,True
FORECAST-001064,COR-04,SEC-11,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,1,0,2,0.89,22,True
FORECAST-001065,COR-04,SEC-12,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,0,0,1,0.92,0,True
FORECAST-001066,COR-04,SEC-12,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,1,0,2,0.89,27,True
FORECAST-001067,COR-04,SEC-12,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,4,2,6,0.86,108,True
FORECAST-001068,COR-04,SEC-12,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,4,2,6,0.77,112,True
FORECAST-001069,COR-05,SEC-13,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,5,3,7,0.93,140,True
FORECAST-001070,COR-05,SEC-13,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,6,5,7,0.74,132,True
FORECAST-001071,COR-05,SEC-13,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,3,2,4,0.85,63,True
FORECAST-001072,COR-05,SEC-13,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,7,5,9,0.77,154,True
FORECAST-001073,COR-05,SEC-14,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,4,3,5,0.81,104,True
FORECAST-001074,COR-05,SEC-14,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,7,6,8,0.92,189,True
FORECAST-001075,COR-05,SEC-14,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,5,4,6,0.89,130,True
FORECAST-001076,COR-05,SEC-14,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,4,3,5,0.76,88,True
FORECAST-001077,COR-05,SEC-15,2026-09-18,2026-09-18T00:00:00,2026-09-18T06:00:00,5,4,6,0.73,110,True
FORECAST-001078,COR-05,SEC-15,2026-09-18,2026-09-18T06:00:00,2026-09-18T12:00:00,3,2,4,0.78,72,True
FORECAST-001079,COR-05,SEC-15,2026-09-18,2026-09-18T12:00:00,2026-09-18T18:00:00,5,4,6,0.79,90,True
FORECAST-001080,COR-05,SEC-15,2026-09-18,2026-09-18T18:00:00,2026-09-19T00:00:00,7,5,9,0.92,189,True
FORECAST-001081,COR-01,SEC-01,2026-09-19,2026-09-19T00:00:00,2026-09-19T06:00:00,3,1,5,0.9,60,True
FORECAST-001082,COR-01,SEC-01,2026-09-19,2026-09-19T06:00:00,2026-09-19T12:00:00,0,0,1,0.83,0,True
FORECAST-001083,COR-01,SEC-01,2026-09-19,2026-09-19T12:00:00,2026-09-19T18:00:00,4,3,5,0.73,104,True
FORECAST-001084,COR-01,SEC-01,2026-09-19,2026-09-19T18:00:00,2026-09-20T00:00:00,4,2,6,0.87,80,True
FORECAST-001085,COR-01,SEC-02,2026-09-19,2026-09-19T00:00:00,2026-09-19T06:00:00,4,3,5,0.85,84,True
FORECAST-001086,COR-01,SEC-02,2026-09-19,2026-09-19T06:00:00,2026-09-19T12:00:00,3,1,5,0.9,66,True
FORECAST-001087,COR-01,SEC-02,2026-09-19,2026-09-19T12:00:00,2026-09-19T18:00:00,1,0,2,0.94,23,True
FORECAST-001088,COR-01,SEC-02,2026-09-19,2026-09-19T18:00:00,2026-09-20T00:00:00,1,0,3,0.83,18,True
FORECAST-001089,COR-01,SEC-03,2026-09-19,2026-09-19T00:00:00,2026-09-19T06:00:00,2,1,3,0.92,46,True
FORECAST-001090,COR-01,SEC-03,2026-09-19,2026-09-19T06:00:00,2026-09-19T12:00:00,2,1,3,0.93,48,True
FORECAST-001091,COR-01,SEC-03,2026-09-19,2026-09-19T12:00:00,2026-09-19T18:00:00,0,0,1,0.85,0,True
FORECAST-001092,COR-01,SEC-03,2026-09-19,2026-09-19T18:00:00,2026-09-20T00:00:00,3,2,4,0.87,57,True
FORECAST-001093,COR-02,SEC-04,2026-09-19,2026-09-19T00:00:00,2026-09-19T06:00:00,3,1,5,0.79,84,True
FORECAST-001094,COR-02,SEC-04,2026-09-19,2026-09-19T06:00:00,2026-09-19T12:00:00,3,2,4,0.87,66,True
FORECAST-001095,COR-02,SEC-04,2026-09-19,2026-09-19T12:00:00,2026-09-19T18:00:00,2,1,3,0.88,52,True
FORECAST-001096,COR-02,SEC-04,2026-09-19,2026-09-19T18:00:00,2026-09-20T00:00:00,0,0,1,0.78,0,True
FORECAST-001097,COR-02,SEC-05,2026-09-19,2026-09-19T00:00:00,2026-09-19T06:00:00,1,0,2,0.91,26,True
FORECAST-001098,COR-02,SEC-05,2026-09-19,2026-09-19T06:00:00,2026-09-19T12:00:00,0,0,1,0.83,0,True
FORECAST-001099,COR-02,SEC-05,2026-09-19,2026-09-19T12:00:00,2026-09-19T18:00:00,0,0,1,0.77,0,True
FORECAST-001100,COR-02,SEC-05,2026-09-19,2026-09-19T18:00:00,2026-09-20T00:00:00,1,0,2,0.74,22,True
FORECAST-001101,COR-02,SEC-06,2026-09-19,2026-09-19T00:00:00,2026-09-19T06:00:00,3,2,4,0.92,81,True
FORECAST-001102,COR-02,SEC-06,2026-09-19,2026-09-19T06:00:00,2026-09-19T12:00:00,2,1,3,0.84,52,True
FORECAST-001103,COR-02,SEC-06,2026-09-19,2026-09-19T12:00:00,2026-09-19T18:00:00,2,0,4,0.81,50,True
FORECAST-001104,COR-02,SEC-06,2026-09-19,2026-09-19T18:00:00,2026-09-20T00:00:00,4,2,6,0.73,100,True
FORECAST-001105,COR-03,SEC-07,2026-09-19,2026-09-19T00:00:00,2026-09-19T06:00:00,2,1,3,0.88,52,True
FORECAST-001106,COR-03,SEC-07,2026-09-19,2026-09-19T06:00:00,2026-09-19T12:00:00,2,1,3,0.75,44,True
FORECAST-001107,COR-03,SEC-07,2026-09-19,2026-09-19T12:00:00,2026-09-19T18:00:00,3,2,4,0.79,81,True
FORECAST-001108,COR-03,SEC-07,2026-09-19,2026-09-19T18:00:00,2026-09-20T00:00:00,1,0,3,0.79,22,True
