block_id,corridor_id,section_id,track_id,start_time,end_time,available_duration_minutes,traffic_level,permitted_departments,disconnection_available,supported_disconnection_types,available_teams,available_equipment,status,synthetic_data
BLOCK-001720,COR-01,SEC-03,GNC-DOWN,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001721,COR-01,SEC-03,GNC-UP,2026-09-19T10:00:00,2026-09-19T11:13:00,73,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001722,COR-01,SEC-03,GNC-DOWN,2026-09-19T10:00:00,2026-09-19T11:13:00,73,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001723,COR-01,SEC-03,GNC-UP,2026-09-19T11:47:00,2026-09-19T14:00:00,133,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001724,COR-01,SEC-03,GNC-DOWN,2026-09-19T11:47:00,2026-09-19T14:00:00,133,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001725,COR-01,SEC-03,GNC-UP,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001726,COR-01,SEC-03,GNC-DOWN,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001727,COR-02,SEC-04,GEC-UP,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001728,COR-02,SEC-04,GEC-DOWN,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001729,COR-02,SEC-04,GEC-UP,2026-09-19T10:28:00,2026-09-19T14:00:00,212,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001730,COR-02,SEC-04,GEC-DOWN,2026-09-19T10:28:00,2026-09-19T14:00:00,212,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001731,COR-02,SEC-04,GEC-UP,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001732,COR-02,SEC-04,GEC-DOWN,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001733,COR-02,SEC-05,GEC-UP,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001734,COR-02,SEC-05,GEC-DOWN,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001735,COR-02,SEC-05,GEC-UP,2026-09-19T10:22:00,2026-09-19T14:00:00,218,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001736,COR-02,SEC-05,GEC-DOWN,2026-09-19T10:22:00,2026-09-19T14:00:00,218,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001737,COR-02,SEC-05,GEC-UP,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Low,Engineering|Signal & Telecommunication|Traction Distribution,False,None,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001738,COR-02,SEC-05,GEC-DOWN,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001739,COR-02,SEC-06,GEC-UP,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001740,COR-02,SEC-06,GEC-DOWN,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001741,COR-02,SEC-06,GEC-UP,2026-09-19T10:49:00,2026-09-19T14:00:00,191,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001742,COR-02,SEC-06,GEC-DOWN,2026-09-19T10:49:00,2026-09-19T14:00:00,191,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001743,COR-02,SEC-06,GEC-UP,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001744,COR-02,SEC-06,GEC-DOWN,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001745,COR-03,SEC-07,GSC-UP,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001746,COR-03,SEC-07,GSC-DOWN,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Low,Engineering|Signal & Telecommunication|Traction Distribution,False,None,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001747,COR-03,SEC-07,GSC-UP,2026-09-19T10:22:00,2026-09-19T14:00:00,218,Low,Engineering|Signal & Telecommunication|Traction Distribution,False,None,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001748,COR-03,SEC-07,GSC-DOWN,2026-09-19T10:22:00,2026-09-19T14:00:00,218,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001749,COR-03,SEC-07,GSC-UP,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001750,COR-03,SEC-07,GSC-DOWN,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001751,COR-03,SEC-08,GSC-UP,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001752,COR-03,SEC-08,GSC-DOWN,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001753,COR-03,SEC-08,GSC-UP,2026-09-19T10:12:00,2026-09-19T14:00:00,228,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001754,COR-03,SEC-08,GSC-DOWN,2026-09-19T10:12:00,2026-09-19T14:00:00,228,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001755,COR-03,SEC-08,GSC-UP,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001756,COR-03,SEC-08,GSC-DOWN,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001757,COR-03,SEC-09,GSC-UP,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001758,COR-03,SEC-09,GSC-DOWN,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Medium,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001759,COR-03,SEC-09,GSC-UP,2026-09-19T10:00:00,2026-09-19T14:00:00,240,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001760,COR-03,SEC-09,GSC-DOWN,2026-09-19T10:00:00,2026-09-19T14:00:00,240,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001761,COR-03,SEC-09,GSC-UP,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001762,COR-03,SEC-09,GSC-DOWN,2026-09-19T21:30:00,2026-09-19T23:59:00,149,Low,Engineering|Signal & Telecommunication|Traction Distribution,False,None,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001763,COR-04,SEC-10,GWC-UP,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Low,Engineering|Signal & Telecommunication|Traction Distribution,True,None|Power|Signalling|Track Possession|Power and Track,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
BLOCK-001764,COR-04,SEC-10,GWC-DOWN,2026-09-19T00:00:00,2026-09-19T05:00:00,300,Low,Engineering|Signal & Telecommunication|Traction Distribution,False,None,ENG-Team-01|ENG-Team-02|ENG-Team-03|SNT-Team-01|SNT-Team-02|SNT-Team-03|TRD-Team-01|TRD-Team-02|TRD-Team-03,Rail Grinder|Inspection Trolley|Tamping Machine|Ultrasonic Rail Tester|Signal Tester|Cable Fault Locator|Axle Counter Tester|Track Circuit Meter|OHE Inspection Vehicle|Insulation Tester|Contact Wire Gauge|Tower Wagon,Available,True
