movement_id,train_id,train_name,train_type,corridor_id,section_id,operating_date,scheduled_entry,scheduled_exit,priority,maximum_permissible_delay_minutes,synthetic_data
MOVE-000865,EXP-061,Gati Express 061,Express,COR-03,SEC-07,2026-09-15,2026-09-15T05:22:00,2026-09-15T05:31:00,9,5,True
MOVE-000866,PAS-062,Jan Pragati Passenger 062,Passenger,COR-03,SEC-07,2026-09-15,2026-09-15T10:47:00,2026-09-15T11:04:00,7,10,True
MOVE-000867,SUB-063,Gati Suburban 063,Suburban,COR-03,SEC-07,2026-09-15,2026-09-15T14:00:00,2026-09-15T14:15:00,6,8,True
MOVE-000868,GDS-064,Gati Freight 064,Goods,COR-03,SEC-07,2026-09-15,2026-09-15T18:55:00,2026-09-15T19:25:00,4,30,True
MOVE-000869,PAS-071,Jan Pragati Passenger 071,Passenger,COR-03,SEC-08,2026-09-15,2026-09-15T07:03:00,2026-09-15T07:16:00,7,10,True
MOVE-000870,SUB-072,Gati Suburban 072,Suburban,COR-03,SEC-08,2026-09-15,2026-09-15T09:45:00,2026-09-15T09:55:00,6,8,True
MOVE-000871,GDS-073,Gati Freight 073,Goods,COR-03,SEC-08,2026-09-15,2026-09-15T16:08:00,2026-09-15T16:30:00,4,30,True
MOVE-000872,EXP-074,Gati Express 074,Express,COR-03,SEC-08,2026-09-15,2026-09-15T21:11:00,2026-09-15T21:19:00,9,5,True
MOVE-000873,SUB-081,Gati Suburban 081,Suburban,COR-03,SEC-09,2026-09-15,2026-09-15T05:17:00,2026-09-15T05:28:00,6,8,True
MOVE-000874,GDS-082,Gati Freight 082,Goods,COR-03,SEC-09,2026-09-15,2026-09-15T11:21:00,2026-09-15T11:40:00,4,30,True
MOVE-000875,EXP-083,Gati Express 083,Express,COR-03,SEC-09,2026-09-15,2026-09-15T14:25:00,2026-09-15T14:33:00,9,5,True
MOVE-000876,PAS-084,Jan Pragati Passenger 084,Passenger,COR-03,SEC-09,2026-09-15,2026-09-15T21:20:00,2026-09-15T21:35:00,7,10,True
MOVE-000877,GDS-091,Gati Freight 091,Goods,COR-04,SEC-10,2026-09-15,2026-09-15T06:56:00,2026-09-15T07:16:00,4,30,True
MOVE-000878,EXP-092,Gati Express 092,Express,COR-04,SEC-10,2026-09-15,2026-09-15T09:50:00,2026-09-15T10:02:00,9,5,True
MOVE-000879,PAS-093,Jan Pragati Passenger 093,Passenger,COR-04,SEC-10,2026-09-15,2026-09-15T15:54:00,2026-09-15T16:13:00,7,10,True
MOVE-000880,SUB-094,Gati Suburban 094,Suburban,COR-04,SEC-10,2026-09-15,2026-09-15T20:32:00,2026-09-15T20:49:00,6,8,True
MOVE-000881,EXP-101,Gati Express 101,Express,COR-04,SEC-11,2026-09-15,2026-09-15T06:29:00,2026-09-15T06:44:00,9,5,True
MOVE-000882,PAS-102,Jan Pragati Passenger 102,Passenger,COR-04,SEC-11,2026-09-15,2026-09-15T10:12:00,2026-09-15T10:29:00,7,10,True
MOVE-000883,SUB-103,Gati Suburban 103,Suburban,COR-04,SEC-11,2026-09-15,2026-09-15T14:30:00,2026-09-15T14:46:00,6,8,True
MOVE-000884,GDS-104,Gati Freight 104,Goods,COR-04,SEC-11,2026-09-15,2026-09-15T18:25:00,2026-09-15T18:49:00,4,30,True
MOVE-000885,PAS-111,Jan Pragati Passenger 111,Passenger,COR-04,SEC-12,2026-09-15,2026-09-15T07:09:00,2026-09-15T07:23:00,7,10,True
MOVE-000886,SUB-112,Gati Suburban 112,Suburban,COR-04,SEC-12,2026-09-15,2026-09-15T09:51:00,2026-09-15T10:01:00,6,8,True
MOVE-000887,GDS-113,Gati Freight 113,Goods,COR-04,SEC-12,2026-09-15,2026-09-15T15:09:00,2026-09-15T15:27:00,4,30,True
MOVE-000888,EXP-114,Gati Express 114,Express,COR-04,SEC-12,2026-09-15,2026-09-15T18:54:00,2026-09-15T19:08:00,9,5,True
MOVE-000889,SUB-121,Gati Suburban 121,Suburban,COR-05,SEC-13,2026-09-15,2026-09-15T06:31:00,2026-09-15T06:41:00,6,8,True
MOVE-000890,GDS-122,Gati Freight 122,Goods,COR-05,SEC-13,2026-09-15,2026-09-15T09:52:00,2026-09-15T10:22:00,4,30,True
MOVE-000891,EXP-123,Gati Express 123,Express,COR-05,SEC-13,2026-09-15,2026-09-15T16:21:00,2026-09-15T16:33:00,9,5,True
MOVE-000892,PAS-124,Jan Pragati Passenger 124,Passenger,COR-05,SEC-13,2026-09-15,2026-09-15T19:52:00,2026-09-15T20:04:00,7,10,True
MOVE-000893,GDS-131,Gati Freight 131,Goods,COR-05,SEC-14,2026-09-15,2026-09-15T06:51:00,2026-09-15T07:09:00,4,30,True
MOVE-000894,EXP-132,Gati Express 132,Express,COR-05,SEC-14,2026-09-15,2026-09-15T09:16:00,2026-09-15T09:26:00,9,5,True
MOVE-000895,PAS-133,Jan Pragati Passenger 133,Passenger,COR-05,SEC-14,2026-09-15,2026-09-15T16:13:00,2026-09-15T16:34:00,7,10,True
MOVE-000896,SUB-134,Gati Suburban 134,Suburban,COR-05,SEC-14,2026-09-15,2026-09-15T19:29:00,2026-09-15T19:43:00,6,8,True
MOVE-000897,EXP-141,Gati Express 141,Express,COR-05,SEC-15,2026-09-15,2026-09-15T06:15:00,2026-09-15T06:29:00,9,5,True
MOVE-000898,PAS-142,Jan Pragati Passenger 142,Passenger,COR-05,SEC-15,2026-09-15,2026-09-15T09:01:00,2026-09-15T09:19:00,7,10,True
MOVE-000899,SUB-143,Gati Suburban 143,Suburban,COR-05,SEC-15,2026-09-15,2026-09-15T14:49:00,2026-09-15T15:05:00,6,8,True
MOVE-000900,GDS-144,Gati Freight 144,Goods,COR-05,SEC-15,2026-09-15,2026-09-15T18:30:00,2026-09-15T19:00:00,4,30,True
MOVE-000901,GDS-001,Gati Freight 001,Goods,COR-01,SEC-01,2026-09-16,2026-09-16T07:18:00,2026-09-16T07:45:00,4,30,True
MOVE-000902,EXP-002,Gati Express 002,Express,COR-01,SEC-01,2026-09-16,2026-09-16T10:21:00,2026-09-16T10:31:00,9,5,True
MOVE-000903,PAS-003,Jan Pragati Passenger 003,Passenger,COR-01,SEC-01,2026-09-16,2026-09-16T14:57:00,2026-09-16T15:10:00,7,10,True
MOVE-000904,SUB-004,Gati Suburban 004,Suburban,COR-01,SEC-01,2026-09-16,2026-09-16T18:18:00,2026-09-16T18:36:00,6,8,True
MOVE-000905,EXP-011,Gati Express 011,Express,COR-01,SEC-02,2026-09-16,2026-09-16T07:10:00,2026-09-16T07:20:00,9,5,True
MOVE-000906,PAS-012,Jan Pragati Passenger 012,Passenger,COR-01,SEC-02,2026-09-16,2026-09-16T11:09:00,2026-09-16T11:23:00,7,10,True
MOVE-000907,SUB-013,Gati Suburban 013,Suburban,COR-01,SEC-02,2026-09-16,2026-09-16T16:15:00,2026-09-16T16:26:00,6,8,True
MOVE-000908,GDS-014,Gati Freight 014,Goods,COR-01,SEC-02,2026-09-16,2026-09-16T19:15:00,2026-09-16T19:33:00,4,30,True
MOVE-000909,PAS-021,Jan Pragati Passenger 021,Passenger,COR-01,SEC-03,2026-09-16,2026-09-16T07:11:00,2026-09-16T07:33:00,7,10,True
MOVE-000910,SUB-022,Gati Suburban 022,Suburban,COR-01,SEC-03,2026-09-16,2026-09-16T09:47:00,2026-09-16T09:59:00,6,8,True
MOVE-000911,GDS-023,Gati Freight 023,Goods,COR-01,SEC-03,2026-09-16,2026-09-16T14:02:00,2026-09-16T14:21:00,4,30,True
MOVE-000912,EXP-024,Gati Express 024,Express,COR-01,SEC-03,2026-09-16,2026-09-16T20:08:00,2026-09-16T20:17:00,9,5,True
MOVE-000913,SUB-031,Gati Suburban 031,Suburban,COR-02,SEC-04,2026-09-16,2026-09-16T05:31:00,2026-09-16T05:47:00,6,8,True
MOVE-000914,GDS-032,Gati Freight 032,Goods,COR-02,SEC-04,2026-09-16,2026-09-16T09:34:00,2026-09-16T09:54:00,4,30,True
MOVE-000915,EXP-033,Gati Express 033,Express,COR-02,SEC-04,2026-09-16,2026-09-16T15:55:00,2026-09-16T16:10:00,9,5,True
MOVE-000916,PAS-034,Jan Pragati Passenger 034,Passenger,COR-02,SEC-04,2026-09-16,2026-09-16T18:44:00,2026-09-16T19:03:00,7,10,True
MOVE-000917,GDS-041,Gati Freight 041,Goods,COR-02,SEC-05,2026-09-16,2026-09-16T05:30:00,2026-09-16T05:57:00,4,30,True
MOVE-000918,EXP-042,Gati Express 042,Express,COR-02,SEC-05,2026-09-16,2026-09-16T09:41:00,2026-09-16T09:54:00,9,5,True
MOVE-000919,PAS-043,Jan Pragati Passenger 043,Passenger,COR-02,SEC-05,2026-09-16,2026-09-16T16:12:00,2026-09-16T16:29:00,7,10,True
MOVE-000920,SUB-044,Gati Suburban 044,Suburban,COR-02,SEC-05,2026-09-16,2026-09-16T18:33:00,2026-09-16T18:50:00,6,8,True
MOVE-000921,EXP-051,Gati Express 051,Express,COR-02,SEC-06,2026-09-16,2026-09-16T06:23:00,2026-09-16T06:34:00,9,5,True
MOVE-000922,PAS-052,Jan Pragati Passenger 052,Passenger,COR-02,SEC-06,2026-09-16,2026-09-16T10:36:00,2026-09-16T10:53:00,7,10,True
MOVE-000923,SUB-053,Gati Suburban 053,Suburban,COR-02,SEC-06,2026-09-16,2026-09-16T16:02:00,2026-09-16T16:20:00,6,8,True
MOVE-000924,GDS-054,Gati Freight 054,Goods,COR-02,SEC-06,2026-09-16,2026-09-16T21:12:00,2026-09-16T21:39:00,4,30,True
MOVE-000925,PAS-061,Jan Pragati Passenger 061,Passenger,COR-03,SEC-07,2026-09-16,2026-09-16T05:46:00,2026-09-16T06:01:00,7,10,True
MOVE-000926,SUB-062,Gati Suburban 062,Suburban,COR-03,SEC-07,2026-09-16,2026-09-16T10:46:00,2026-09-16T11:01:00,6,8,True
MOVE-000927,GDS-063,Gati Freight 063,Goods,COR-03,SEC-07,2026-09-16,2026-09-16T15:12:00,2026-09-16T15:31:00,4,30,True
MOVE-000928,EXP-064,Gati Express 064,Express,COR-03,SEC-07,2026-09-16,2026-09-16T18:08:00,2026-09-16T18:24:00,9,5,True
MOVE-000929,SUB-071,Gati Suburban 071,Suburban,COR-03,SEC-08,2026-09-16,2026-09-16T05:45:00,2026-09-16T05:57:00,6,8,True
MOVE-000930,GDS-072,Gati Freight 072,Goods,COR-03,SEC-08,2026-09-16,2026-09-16T10:14:00,2026-09-16T10:33:00,4,30,True
MOVE-000931,EXP-073,Gati Express 073,Express,COR-03,SEC-08,2026-09-16,2026-09-16T16:06:00,2026-09-16T16:20:00,9,5,True
MOVE-000932,PAS-074,Jan Pragati Passenger 074,Passenger,COR-03,SEC-08,2026-09-16,2026-09-16T19:28:00,2026-09-16T19:49:00,7,10,True
MOVE-000933,GDS-081,Gati Freight 081,Goods,COR-03,SEC-09,2026-09-16,2026-09-16T06:04:00,2026-09-16T06:30:00,4,30,True
MOVE-000934,EXP-082,Gati Express 082,Express,COR-03,SEC-09,2026-09-16,2026-09-16T09:11:00,2026-09-16T09:26:00,9,5,True
MOVE-000935,PAS-083,Jan Pragati Passenger 083,Passenger,COR-03,SEC-09,2026-09-16,2026-09-16T16:04:00,2026-09-16T16:17:00,7,10,True
MOVE-000936,SUB-084,Gati Suburban 084,Suburban,COR-03,SEC-09,2026-09-16,2026-09-16T20:48:00,2026-09-16T21:05:00,6,8,True
MOVE-000937,EXP-091,Gati Express 091,Express,COR-04,SEC-10,2026-09-16,2026-09-16T06:52:00,2026-09-16T07:00:00,9,5,True
MOVE-000938,PAS-092,Jan Pragati Passenger 092,Passenger,COR-04,SEC-10,2026-09-16,2026-09-16T09:03:00,2026-09-16T09:15:00,7,10,True
MOVE-000939,SUB-093,Gati Suburban 093,Suburban,COR-04,SEC-10,2026-09-16,2026-09-16T14:01:00,2026-09-16T14:13:00,6,8,True
MOVE-000940,GDS-094,Gati Freight 094,Goods,COR-04,SEC-10,2026-09-16,2026-09-16T18:50:00,2026-09-16T19:14:00,4,30,True
MOVE-000941,PAS-101,Jan Pragati Passenger 101,Passenger,COR-04,SEC-11,2026-09-16,2026-09-16T05:58:00,2026-09-16T06:17:00,7,10,True
MOVE-000942,SUB-102,Gati Suburban 102,Suburban,COR-04,SEC-11,2026-09-16,2026-09-16T09:41:00,2026-09-16T09:57:00,6,8,True
MOVE-000943,GDS-103,Gati Freight 103,Goods,COR-04,SEC-11,2026-09-16,2026-09-16T16:15:00,2026-09-16T16:44:00,4,30,True
MOVE-000944,EXP-104,Gati Express 104,Express,COR-04,SEC-11,2026-09-16,2026-09-16T18:54:00,2026-09-16T19:02:00,9,5,True
MOVE-000945,SUB-111,Gati Suburban 111,Suburban,COR-04,SEC-12,2026-09-16,2026-09-16T06:36:00,2026-09-16T06:46:00,6,8,True
MOVE-000946,GDS-112,Gati Freight 112,Goods,COR-04,SEC-12,2026-09-16,2026-09-16T09:26:00,2026-09-16T09:45:00,4,30,True
MOVE-000947,EXP-113,Gati Express 113,Express,COR-04,SEC-12,2026-09-16,2026-09-16T15:20:00,2026-09-16T15:29:00,9,5,True
MOVE-000948,PAS-114,Jan Pragati Passenger 114,Passenger,COR-04,SEC-12,2026-09-16,2026-09-16T20:02:00,2026-09-16T20:16:00,7,10,True
MOVE-000949,GDS-121,Gati Freight 121,Goods,COR-05,SEC-13,2026-09-16,2026-09-16T06:12:00,2026-09-16T06:31:00,4,30,True
MOVE-000950,EXP-122,Gati Express 122,Express,COR-05,SEC-13,2026-09-16,2026-09-16T10:18:00,2026-09-16T10:33:00,9,5,True
MOVE-000951,PAS-123,Jan Pragati Passenger 123,Passenger,COR-05,SEC-13,2026-09-16,2026-09-16T15:44:00,2026-09-16T16:01:00,7,10,True
MOVE-000952,SUB-124,Gati Suburban 124,Suburban,COR-05,SEC-13,2026-09-16,2026-09-16T20:59:00,2026-09-16T21:12:00,6,8,True
MOVE-000953,EXP-131,Gati Express 131,Express,COR-05,SEC-14,2026-09-16,2026-09-16T07:19:00,2026-09-16T07:28:00,9,5,True
MOVE-000954,PAS-132,Jan Pragati Passenger 132,Passenger,COR-05,SEC-14,2026-09-16,2026-09-16T10:28:00,2026-09-16T10:46:00,7,10,True
MOVE-000955,SUB-133,Gati Suburban 133,Suburban,COR-05,SEC-14,2026-09-16,2026-09-16T16:22:00,2026-09-16T16:34:00,6,8,True
MOVE-000956,GDS-134,Gati Freight 134,Goods,COR-05,SEC-14,2026-09-16,2026-09-16T20:44:00,2026-09-16T21:13:00,4,30,True
MOVE-000957,PAS-141,Jan Pragati Passenger 141,Passenger,COR-05,SEC-15,2026-09-16,2026-09-16T05:56:00,2026-09-16T06:09:00,7,10,True
MOVE-000958,SUB-142,Gati Suburban 142,Suburban,COR-05,SEC-15,2026-09-16,2026-09-16T09:16:00,2026-09-16T09:27:00,6,8,True
MOVE-000959,GDS-143,Gati Freight 143,Goods,COR-05,SEC-15,2026-09-16,2026-09-16T14:27:00,2026-09-16T14:48:00,4,30,True
MOVE-000960,EXP-144,Gati Express 144,Express,COR-05,SEC-15,2026-09-16,2026-09-16T19:00:00,2026-09-16T19:12:00,9,5,True
MOVE-000961,EXP-001,Gati Express 001,Express,COR-01,SEC-01,2026-09-17,2026-09-17T05:13:00,2026-09-17T05:26:00,9,5,True
MOVE-000962,PAS-002,Jan Pragati Passenger 002,Passenger,COR-01,SEC-01,2026-09-17,2026-09-17T10:06:00,2026-09-17T10:26:00,7,10,True
MOVE-000963,SUB-003,Gati Suburban 003,Suburban,COR-01,SEC-01,2026-09-17,2026-09-17T15:50:00,2026-09-17T16:03:00,6,8,True
MOVE-000964,GDS-004,Gati Freight 004,Goods,COR-01,SEC-01,2026-09-17,2026-09-17T19:37:00,2026-09-17T19:59:00,4,30,True
MOVE-000965,PAS-011,Jan Pragati Passenger 011,Passenger,COR-01,SEC-02,2026-09-17,2026-09-17T06:10:00,2026-09-17T06:26:00,7,10,True
MOVE-000966,SUB-012,Gati Suburban 012,Suburban,COR-01,SEC-02,2026-09-17,2026-09-17T09:44:00,2026-09-17T10:02:00,6,8,True
MOVE-000967,GDS-013,Gati Freight 013,Goods,COR-01,SEC-02,2026-09-17,2026-09-17T14:15:00,2026-09-17T14:42:00,4,30,True
MOVE-000968,EXP-014,Gati Express 014,Express,COR-01,SEC-02,2026-09-17,2026-09-17T18:07:00,2026-09-17T18:22:00,9,5,True
MOVE-000969,SUB-021,Gati Suburban 021,Suburban,COR-01,SEC-03,2026-09-17,2026-09-17T05:49:00,2026-09-17T06:04:00,6,8,True
MOVE-000970,GDS-022,Gati Freight 022,Goods,COR-01,SEC-03,2026-09-17,2026-09-17T10:27:00,2026-09-17T10:56:00,4,30,True
MOVE-000971,EXP-023,Gati Express 023,Express,COR-01,SEC-03,2026-09-17,2026-09-17T15:25:00,2026-09-17T15:40:00,9,5,True
MOVE-000972,PAS-024,Jan Pragati Passenger 024,Passenger,COR-01,SEC-03,2026-09-17,2026-09-17T18:08:00,2026-09-17T18:28:00,7,10,True
MOVE-000973,GDS-031,Gati Freight 031,Goods,COR-02,SEC-04,2026-09-17,2026-09-17T06:48:00,2026-09-17T07:12:00,4,30,True
MOVE-000974,EXP-032,Gati Express 032,Express,COR-02,SEC-04,2026-09-17,2026-09-17T09:25:00,2026-09-17T09:36:00,9,5,True
MOVE-000975,PAS-033,Jan Pragati Passenger 033,Passenger,COR-02,SEC-04,2026-09-17,2026-09-17T15:52:00,2026-09-17T16:08:00,7,10,True
MOVE-000976,SUB-034,Gati Suburban 034,Suburban,COR-02,SEC-04,2026-09-17,2026-09-17T19:19:00,2026-09-17T19:36:00,6,8,True
MOVE-000977,EXP-041,Gati Express 041,Express,COR-02,SEC-05,2026-09-17,2026-09-17T06:52:00,2026-09-17T07:01:00,9,5,True
MOVE-000978,PAS-042,Jan Pragati Passenger 042,Passenger,COR-02,SEC-05,2026-09-17,2026-09-17T09:21:00,2026-09-17T09:35:00,7,10,True
MOVE-000979,SUB-043,Gati Suburban 043,Suburban,COR-02,SEC-05,2026-09-17,2026-09-17T15:55:00,2026-09-17T16:06:00,6,8,True
MOVE-000980,GDS-044,Gati Freight 044,Goods,COR-02,SEC-05,2026-09-17,2026-09-17T20:02:00,2026-09-17T20:25:00,4,30,True
MOVE-000981,PAS-051,Jan Pragati Passenger 051,Passenger,COR-02,SEC-06,2026-09-17,2026-09-17T06:48:00,2026-09-17T07:03:00,7,10,True
MOVE-000982,SUB-052,Gati Suburban 052,Suburban,COR-02,SEC-06,2026-09-17,2026-09-17T09:13:00,2026-09-17T09:29:00,6,8,True
MOVE-000983,GDS-053,Gati Freight 053,Goods,COR-02,SEC-06,2026-09-17,2026-09-17T15:10:00,2026-09-17T15:38:00,4,30,True
MOVE-000984,EXP-054,Gati Express 054,Express,COR-02,SEC-06,2026-09-17,2026-09-17T20:24:00,2026-09-17T20:36:00,9,5,True
MOVE-000985,SUB-061,Gati Suburban 061,Suburban,COR-03,SEC-07,2026-09-17,2026-09-17T06:52:00,2026-09-17T07:04:00,6,8,True
MOVE-000986,GDS-062,Gati Freight 062,Goods,COR-03,SEC-07,2026-09-17,2026-09-17T11:14:00,2026-09-17T11:38:00,4,30,True
MOVE-000987,EXP-063,Gati Express 063,Express,COR-03,SEC-07,2026-09-17,2026-09-17T14:46:00,2026-09-17T15:01:00,9,5,True
MOVE-000988,PAS-064,Jan Pragati Passenger 064,Passenger,COR-03,SEC-07,2026-09-17,2026-09-17T20:58:00,2026-09-17T21:14:00,7,10,True
MOVE-000989,GDS-071,Gati Freight 071,Goods,COR-03,SEC-08,2026-09-17,2026-09-17T05:24:00,2026-09-17T05:44:00,4,30,True
MOVE-000990,EXP-072,Gati Express 072,Express,COR-03,SEC-08,2026-09-17,2026-09-17T11:01:00,2026-09-17T11:17:00,9,5,True
MOVE-000991,PAS-073,Jan Pragati Passenger 073,Passenger,COR-03,SEC-08,2026-09-17,2026-09-17T14:02:00,2026-09-17T14:15:00,7,10,True
MOVE-000992,SUB-074,Gati Suburban 074,Suburban,COR-03,SEC-08,2026-09-17,2026-09-17T19:58:00,2026-09-17T20:11:00,6,8,True
MOVE-000993,EXP-081,Gati Express 081,Express,COR-03,SEC-09,2026-09-17,2026-09-17T05:37:00,2026-09-17T05:45:00,9,5,True
MOVE-000994,PAS-082,Jan Pragati Passenger 082,Passenger,COR-03,SEC-09,2026-09-17,2026-09-17T10:19:00,2026-09-17T10:34:00,7,10,True
MOVE-000995,SUB-083,Gati Suburban 083,Suburban,COR-03,SEC-09,2026-09-17,2026-09-17T15:11:00,2026-09-17T15:25:00,6,8,True
MOVE-000996,GDS-084,Gati Freight 084,Goods,COR-03,SEC-09,2026-09-17,2026-09-17T18:31:00,2026-09-17T18:50:00,4,30,True
MOVE-000997,PAS-091,Jan Pragati Passenger 091,Passenger,COR-04,SEC-10,2026-09-17,2026-09-17T07:23:00,2026-09-17T07:40:00,7,10,True
MOVE-000998,SUB-092,Gati Suburban 092,Suburban,COR-04,SEC-10,2026-09-17,2026-09-17T10:00:00,2026-09-17T10:13:00,6,8,True
MOVE-000999,GDS-093,Gati Freight 093,Goods,COR-04,SEC-10,2026-09-17,2026-09-17T14:45:00,2026-09-17T15:14:00,4,30,True
MOVE-001000,EXP-094,Gati Express 094,Express,COR-04,SEC-10,2026-09-17,2026-09-17T20:46:00,2026-09-17T21:02:00,9,5,True
MOVE-001001,SUB-101,Gati Suburban 101,Suburban,COR-04,SEC-11,2026-09-17,2026-09-17T05:50:00,2026-09-17T06:05:00,6,8,True
MOVE-001002,GDS-102,Gati Freight 102,Goods,COR-04,SEC-11,2026-09-17,2026-09-17T09:09:00,2026-09-17T09:33:00,4,30,True
MOVE-001003,EXP-103,Gati Express 103,Express,COR-04,SEC-11,2026-09-17,2026-09-17T15:32:00,2026-09-17T15:47:00,9,5,True
MOVE-001004,PAS-104,Jan Pragati Passenger 104,Passenger,COR-04,SEC-11,2026-09-17,2026-09-17T20:52:00,2026-09-17T21:13:00,7,10,True
MOVE-001005,GDS-111,Gati Freight 111,Goods,COR-04,SEC-12,2026-09-17,2026-09-17T05:18:00,2026-09-17T05:36:00,4,30,True
MOVE-001006,EXP-112,Gati Express 112,Express,COR-04,SEC-12,2026-09-17,2026-09-17T09:21:00,2026-09-17T09:30:00,9,5,True
MOVE-001007,PAS-113,Jan Pragati Passenger 113,Passenger,COR-04,SEC-12,2026-09-17,2026-09-17T15:06:00,2026-09-17T15:22:00,7,10,True
MOVE-001008,SUB-114,Gati Suburban 114,Suburban,COR-04,SEC-12,2026-09-17,2026-09-17T18:40:00,2026-09-17T18:54:00,6,8,True
MOVE-001009,EXP-121,Gati Express 121,Express,COR-05,SEC-13,2026-09-17,2026-09-17T05:40:00,2026-09-17T05:52:00,9,5,True
MOVE-001010,PAS-122,Jan Pragati Passenger 122,Passenger,COR-05,SEC-13,2026-09-17,2026-09-17T09:44:00,2026-09-17T10:03:00,7,10,True
MOVE-001011,SUB-123,Gati Suburban 123,Suburban,COR-05,SEC-13,2026-09-17,2026-09-17T16:00:00,2026-09-17T16:15:00,6,8,True
MOVE-001012,GDS-124,Gati Freight 124,Goods,COR-05,SEC-13,2026-09-17,2026-09-17T20:55:00,2026-09-17T21:15:00,4,30,True
MOVE-001013,PAS-131,Jan Pragati Passenger 131,Passenger,COR-05,SEC-14,2026-09-17,2026-09-17T05:34:00,2026-09-17T05:49:00,7,10,True
MOVE-001014,SUB-132,Gati Suburban 132,Suburban,COR-05,SEC-14,2026-09-17,2026-09-17T10:47:00,2026-09-17T10:57:00,6,8,True
MOVE-001015,GDS-133,Gati Freight 133,Goods,COR-05,SEC-14,2026-09-17,2026-09-17T16:09:00,2026-09-17T16:32:00,4,30,True
MOVE-001016,EXP-134,Gati Express 134,Express,COR-05,SEC-14,2026-09-17,2026-09-17T19:09:00,2026-09-17T19:18:00,9,5,True
MOVE-001017,SUB-141,Gati Suburban 141,Suburban,COR-05,SEC-15,2026-09-17,2026-09-17T06:24:00,2026-09-17T06:36:00,6,8,True
MOVE-001018,GDS-142,Gati Freight 142,Goods,COR-05,SEC-15,2026-09-17,2026-09-17T10:14:00,2026-09-17T10:40:00,4,30,True
MOVE-001019,EXP-143,Gati Express 143,Express,COR-05,SEC-15,2026-09-17,2026-09-17T15:17:00,2026-09-17T15:27:00,9,5,True
MOVE-001020,PAS-144,Jan Pragati Passenger 144,Passenger,COR-05,SEC-15,2026-09-17,2026-09-17T20:23:00,2026-09-17T20:45:00,7,10,True
MOVE-001021,PAS-001,Jan Pragati Passenger 001,Passenger,COR-01,SEC-01,2026-09-18,2026-09-18T05:48:00,2026-09-18T06:02:00,7,10,True
MOVE-001022,SUB-002,Gati Suburban 002,Suburban,COR-01,SEC-01,2026-09-18,2026-09-18T09:08:00,2026-09-18T09:20:00,6,8,True
MOVE-001023,GDS-003,Gati Freight 003,Goods,COR-01,SEC-01,2026-09-18,2026-09-18T16:09:00,2026-09-18T16:38:00,4,30,True
MOVE-001024,EXP-004,Gati Express 004,Express,COR-01,SEC-01,2026-09-18,2026-09-18T20:54:00,2026-09-18T21:03:00,9,5,True
MOVE-001025,SUB-011,Gati Suburban 011,Suburban,COR-01,SEC-02,2026-09-18,2026-09-18T06:42:00,2026-09-18T06:58:00,6,8,True
MOVE-001026,GDS-012,Gati Freight 012,Goods,COR-01,SEC-02,2026-09-18,2026-09-18T09:56:00,2026-09-18T10:26:00,4,30,True
MOVE-001027,EXP-013,Gati Express 013,Express,COR-01,SEC-02,2026-09-18,2026-09-18T15:20:00,2026-09-18T15:35:00,9,5,True
MOVE-001028,PAS-014,Jan Pragati Passenger 014,Passenger,COR-01,SEC-02,2026-09-18,2026-09-18T21:17:00,2026-09-18T21:31:00,7,10,True
MOVE-001029,GDS-021,Gati Freight 021,Goods,COR-01,SEC-03,2026-09-18,2026-09-18T06:02:00,2026-09-18T06:25:00,4,30,True
MOVE-001030,EXP-022,Gati Express 022,Express,COR-01,SEC-03,2026-09-18,2026-09-18T10:45:00,2026-09-18T10:53:00,9,5,True
MOVE-001031,PAS-023,Jan Pragati Passenger 023,Passenger,COR-01,SEC-03,2026-09-18,2026-09-18T16:09:00,2026-09-18T16:21:00,7,10,True
MOVE-001032,SUB-024,Gati Suburban 024,Suburban,COR-01,SEC-03,2026-09-18,2026-09-18T19:24:00,2026-09-18T19:34:00,6,8,True
MOVE-001033,EXP-031,Gati Express 031,Express,COR-02,SEC-04,2026-09-18,2026-09-18T05:35:00,2026-09-18T05:47:00,9,5,True
MOVE-001034,PAS-032,Jan Pragati Passenger 032,Passenger,COR-02,SEC-04,2026-09-18,2026-09-18T10:11:00,2026-09-18T10:24:00,7,10,True
MOVE-001035,SUB-033,Gati Suburban 033,Suburban,COR-02,SEC-04,2026-09-18,2026-09-18T16:05:00,2026-09-18T16:16:00,6,8,True
MOVE-001036,GDS-034,Gati Freight 034,Goods,COR-02,SEC-04,2026-09-18,2026-09-18T19:12:00,2026-09-18T19:39:00,4,30,True
MOVE-001037,PAS-041,Jan Pragati Passenger 041,Passenger,COR-02,SEC-05,2026-09-18,2026-09-18T05:10:00,2026-09-18T05:22:00,7,10,True
MOVE-001038,SUB-042,Gati Suburban 042,Suburban,COR-02,SEC-05,2026-09-18,2026-09-18T09:11:00,2026-09-18T09:26:00,6,8,True
MOVE-001039,GDS-043,Gati Freight 043,Goods,COR-02,SEC-05,2026-09-18,2026-09-18T15:02:00,2026-09-18T15:32:00,4,30,True
MOVE-001040,EXP-044,Gati Express 044,Express,COR-02,SEC-05,2026-09-18,2026-09-18T18:08:00,2026-09-18T18:16:00,9,5,True
MOVE-001041,SUB-051,Gati Suburban 051,Suburban,COR-02,SEC-06,2026-09-18,2026-09-18T05:39:00,2026-09-18T05:54:00,6,8,True
